genre,company,year,title,count
f466,Comedy,,1994,House Party 3,11
f467,Comedy,PolyGram Filmed Entertainment,1994,The Hudsucker Proxy,280
f468,Drama,Columbia Pictures Corporation,1994,I'll Do Anything,18
f469,Comedy,Hollywood Pictures,1994,In the Army Now,54
f470,Action,Columbia Pictures Corporation,1993,In the Line of Fire,392
f471,Drama,Hell's Kitchen Films,1993,In the Name of the Father,363
f472,Drama,Touchstone Pictures,1994,The Inkwell,5
f473,Music,Touchstone Pictures,1993,What's Love Got to Do with It,75
f474,Comedy,Paramount Pictures,1994,Jimmy Hollywood,17
f475,Action,Largo Entertainment,1993,Judgment Night,79
f476,Science Fiction,Amblin Entertainment,1993,Jurassic Park,4956
f477,Crime,Propaganda Films,1993,Kalifornia,209
f478,Thriller,Live Entertainment,1993,Killing Zoe,111
f479,Drama,Gramercy Pictures,1993,King of the Hill,33
f480,Adventure,Paramount Pictures,1994,Lassie,54
f481,Fantasy,Oak Productions,1993,Last Action Hero,725
f482,Family,Touchstone Pictures,1993,Life With Mikey,24
f483,Comedy,Savoy Pictures,1994,Lightning Jack,40
f484,Romance,Geffen Pictures,1993,M. Butterfly,35
f485,Comedy,Warner Bros.,1993,Made in America,86
f486,Drama,New Line Cinema,1993,Malice,105
f487,Drama,Warner Bros.,1993,The Man without a Face,125
f488,Mystery,TriStar Pictures,1993,Manhattan Murder Mystery,169
f489,Drama,New Line Cinema,1993,Menace II Society,179
f490,Drama,Warner Bros.,1996,Executive Decision,261
f491,Romance,Shibata Organisation,1976,In the Realm of the Senses,112
f492,Drama,The Samuel Goldwyn Company,1994,What Happened Was...,7
f493,Romance,Renaissance Films,1993,Much Ado About Nothing,194
f494,Romance,Rastar Films,1993,Mr. Jones,35
f495,Comedy,Night Life Inc.,1993,Mr. Wonderful,11
f496,Family,Blue Wolf,1993,Mrs. Doubtfire,1638
f497,Comedy,The Criterion Collection,1993,Naked,105
f498,Adventure,Columbia Pictures Corporation,1994,The Next Karate Kid,202
f499,Comedy,Warner Bros.,1994,The New Age,5
f500,Thriller,Pacific Western,1994,No Escape,86
f501,Family,Columbia Pictures,1994,North,67
f502,Fantasy,Mikado Film,1992,Orlando,53
f503,Crime,Malpaso Productions,1993,A Perfect World,376
f504,Drama,Clinica Estetico,1993,Philadelphia,1019
f505,Drama,New South Wales Film & Television Office,1993,The Piano,290
f506,Romance,Columbia Pictures,1993,Poetic Justice,47
f507,Drama,Touchstone Pictures,1993,The Program,28
f508,Science Fiction,Hollywood Pictures,1994,The Puppet Masters,41
f509,Crime,Universal Pictures,1994,Radioland Murders,12
f510,Comedy,Don Simpson/Jerry Bruckheimer Films,1994,The Ref,99
f511,Drama,Merchant Ivory Productions,1993,The Remains of the Day,213
f512,War,Cinergi Pictures Entertainment,1994,Renaissance Man,83
f513,Thriller,Walrus & Associates,1993,Rising Sun,188
f514,Comedy,Columbia Pictures,1994,The Road to Wellville,43
f515,Thriller,Orion Pictures,1993,RoboCop 3,309
f516,Comedy,Brooksfilms,1993,Robin Hood: Men in Tights,575
f517,Action,Hilary Henkin,1993,Romeo Is Bleeding,36
f518,Drama,Romper Stomper Pty. Ltd.,1992,Romper Stomper,126
f519,Drama,Full Crew/Say Yea,1993,Ruby in Paradise,10
f520,Drama,TriStar Pictures,1993,Rudy,187
f521,Drama,David V. Picker Productions,1993,The Saint of Fort Washington,5
f522,Drama,Société Nouvelle de Cinématographie,1992,Savage Nights,11
f523,Drama,Amblin Entertainment,1993,Schindler's List,4436
f524,Drama,Santo Domingo Film & Music Video,1994,The Scout,37
f525,Drama,Mirage Enterprises,1993,Searching for Bobby Fischer,100
f526,Drama,Fron Film Production,1994,Second Best,8
f527,Family,American Zoetrope,1993,The Secret Garden,232
f528,Comedy,Polar Entertainment,1994,Serial Mom,137
f529,Science Fiction,Universal Pictures,1994,The Shadow,140
f530,Romance,Savoy Pictures,1993,Shadowlands,61
f531,Comedy,Fine Line Features,1993,Short Cuts,136
f532,Drama,Touchstone Pictures,1994,A Simple Twist of Fate,26
f533,Drama,British Screen Finance Ltd,1993,Sirens,31
f534,Drama,Maiden Movies,1993,Six Degrees of Separation,75
f535,Comedy,TriStar Pictures,1993,Sleepless in Seattle,630
f536,Thriller,Paramount Pictures,1993,Sliver,144
f537,Thriller,Warner Bros.,1982,Blade Runner,3833
f538,Romance,Hollywood Pictures,1993,Son in Law,81
f539,Romance,TriStar Pictures,1993,So I Married an Axe Murderer,131
f540,Crime,Columbia Pictures Industries,1993,Striking Distance,223
f541,History,,1985,Harem,4
f542,Comedy,Walt Disney,1993,Super Mario Bros.,236
f543,Action,New Line Cinema,1994,Surviving the Game,53
f544,Action,Hollywood Pictures,1994,Terminal Velocity,82
f545,Music,Rhombus Media,1993,Thirty Two Short Films About Glenn Gould,9
f546,Romance,TriStar Pictures,1994,Threesome,57
f547,Fantasy,Skellington Productions Inc.,1993,The Nightmare Before Christmas,2135
f548,Comedy,Walt Disney Pictures,1993,The Three Musketeers,219
f549,Western,Hollywood Pictures,1993,Tombstone,632
f550,Drama,Warner Bros.,1994,Trial by Jury,5
f551,Crime,Warner Bros.,1993,True Romance,762
f552,History,,1993,The War Room,19
f553,Fantasy,Twentieth Century Fox Film Corporation,1994,The Pagemaster,178
f554,Comedy,The Ontario Film Development Corporation,1994,Paris France,2
f555,,,1994,The Beans of Egypt Maine,1
f556,Romance,Keystone Film Company (II),1994,Killer,2
f557,Comedy,,1995,Welcome to the Dollhouse,103
f558,Romance,DD Productions,1993,Germinal,43
f559,Romance,Morgan Creek Productions,1994,Chasers,22
f560,Thriller,CNCAIMC,1993,Cronos,153
f561,Romance,Fine Line Features,1993,Naked in New York,3
f562,Drama,CiBy 2000,1993,Kika,58
f563,Comedy,Channel 4 Television,1994,Bhaji on the Beach,10
f564,Family,Castle Rock Entertainment,1994,Little Big League,20
f565,Drama,Svenska Filminstitutet (SFI),1993,The Slingshot,10
f566,Comedy,,1993,Wide Eyed and Legless,0
f567,Romance,,1994,Foreign Student,0
f568,Comedy,,1992,Ciao Professore!,74
f569,Comedy,Swelter Films,1994,Spanking the Monkey,29
f570,Comedy,Amblin Entertainment,1994,The Little Rascals,214
f571,Comedy,,1993,À la mode,0
f572,Family,Paramount Pictures,1994,Andre,31
f573,Thriller,,1993,The Escort,5
f574,Mystery,TriStar Pictures,1994,Princess Caraboo,5
f575,History,Columbia Pictures Television,1996,The Celluloid Closet,24
f576,Comedy,,1993,Café au Lait,4
f577,Drama,Banfilm,1993,Dear Diary,46
f578,Drama,Mojame S.A.,1993,I Don't Want to Talk About It,1
f579,Comedy,Paramount Pictures,1995,The Brady Bunch Movie,87
f580,Comedy,Hughes Entertainment,1990,Home Alone,2487
f581,Thriller,Paramount Pictures,1990,Ghost,1381
f582,Family,Walt Disney Pictures,1992,Aladdin,3495
f583,Thriller,Lightstorm Entertainment,1991,Terminator 2: Judgment Day,4274
f584,Drama,Tig Productions,1990,Dances with Wolves,1084
f585,Action,Shapiro-Glickenhaus Entertainment,1995,Tough and Deadly,4
f586,Action,Warner Bros.,1989,Batman,2145
f587,Thriller,Strong Heart/Demme Production,1991,The Silence of the Lambs,4549
f588,Family,Walt Disney Productions,1937,Snow White and the Seven Dwarfs,1973
f589,Romance,Walt Disney Animation Studios,1991,Beauty and the Beast,3029
f590,Animation,RKO Radio Pictures,1940,Pinocchio,1412
f591,Romance,Touchstone Pictures,1990,Pretty Woman,1807
f592,Drama,Sodaperaga Productions,1993,Window to Paris,6
f593,Adventure,Warner Brothers/Seven Arts,1969,The Wild Bunch,266
f594,Thriller,Trimark Pictures,1994,Love and a .45,15
f595,Foreign,Long Shong Pictures,1994,The Wooden Man's Bride,1
f596,,,1994,A Great Day in Harlem,2
f597,Comedy,Twentieth Century Fox Film Corporation,1995,Bye Bye Love,20
f598,Romance,Fox 2000 Pictures,1996,One Fine Day,160
f599,Horror,Propaganda Films,1995,Candyman: Farewell to the Flesh,64
f600,Drama,BBC,1993,Century,1
f601,Drama,PolyGram Filmed Entertainment,1996,Fargo,2080
f602,Family,Walt Disney Pictures,1996,Homeward Bound II: Lost in San Francisco,105
f603,Science Fiction,Canadian Film Development Corporation (CFDC),1981,Heavy Metal,150
f604,Thriller,Trans Atlantic Entertainment,1996,Hellraiser: Bloodline,111
f605,Romance,Miramax Films,1996,The Pallbearer,30
f606,Drama,Miramax Films,1996,Jane Eyre,51
f607,Mystery,,1996,Loaded,3
f608,Comedy,,1974,Bread and Chocolate,10
f609,Comedy,Walt Disney Productions,1970,The Aristocats,1287
f610,Romance,El Deseo,1995,The Flower of My Secret,43
f611,Romance,PolyGram Filmed Entertainment,1996,Two Much,24
f612,Comedy,Universal Pictures,1996,Ed,24
f613,Drama,,1991,Scream of Stone,4
f614,Drama,Les Films Alain Sarde,1993,My Favorite Season,4
f615,,,1996,A Modern Affair,1
f616,Action,,1995,Condition Red,3
f617,Drama,Cinétéléfilms,1990,Halfaouine: Boy of the Terraces,5
f618,Thriller,Savoy Pictures,1996,A Thin Line Between Love and Hate,15
f619,Thriller,WF/X,1995,The Last Supper,82
f620,Crime,Paramount Pictures,1996,Primal Fear,644
f621,,,1995,Rude,1
f622,Romance,,1996,Carried Away,5
f623,Family,Metro-Goldwyn-Mayer (MGM),1996,All Dogs Go to Heaven 2,50
f624,Drama,British Screen Productions,1995,Land and Freedom,53
f625,Comedy,Dark Matter Productions,1995,Denise Calls Up,5
f626,Family,New Line Cinema,1995,Theodore Rex,17
f627,Drama,United Artists,1996,A Family Thing,14
f628,Thriller,,1996,Frisk,3
f629,Comedy,Universal Pictures,1996,Sgt. Bilko,96
f630,Comedy,Mainstream S.A.,1995,Jack & Sarah,10
f631,Comedy,40 Acres & A Mule Filmworks,1996,Girl 6,17
f632,Drama,ABC Productions,1996,Diabolique,74
f633,Comedy,Ice Films,1994,Little Indian Big City,145
f634,Drama,Roxy Film,1995,Roula,1
f635,Comedy,Westdeutscher Rundfunk (WDR),1996,Peanuts – Die Bank zahlt alles,1
f636,Comedy,Senator Film Produktion,1996,Happy Weekend,0
f637,Drama,,1996,Nelly and Monsieur Arnaud,16
f638,Mystery,Davis Entertainment,1996,Courage Under Fire,240
f639,Action,Paramount Pictures,1996,Mission: Impossible,2677
f640,Drama,Pandora Filmproduktion (,1995,Cold Fever,6
f641,Drama,Spelling Films,1996,Moll Flanders,19
f642,Comedy,Constantin Film,1996,The Superwife,7
f643,Horror,Park Chul-Soo Films Ltd.,1995,301 302,10
f644,Fantasy,Universal Pictures,1996,DragonHeart,553
f645,Drama,,1996,Und keiner weint mir nach,0
f646,Drama,,1995,My Mother's Courage,0
f647,Comedy,Island Pictures,1996,Eddie,46
f648,Drama,Toron Screen Corporation,1993,Yankee Zulu,4
f649,,,1995,Billy's Holiday,0
f650,Thriller,Robert et Raymond Hakim,1960,Purple Noon,73
f651,Romance,Newcomm,1996,August,3
f652,Family,Allied Filmmakers,1996,James and the Giant Peach,375
f653,Romance,Universal Pictures,1996,Fear,157
f654,Comedy,Lakeshore Entertainment,1996,Kids in the Hall: Brain Candy,26
f655,Crime,Miramax Films,1996,Faithful,4
f656,Comedy,Barrandov Studios,1995,Underground,143
f657,Romance,Per Holst Filmproduktion,1995,All Things Fair,23
f658,Action,FM Entertainment International N.V.,1996,Bloodsport II,23
f659,Drama,Government of West Bengal,1955,Pather Panchali,63
f660,Drama,Satyajit Ray Productions,1959,The World of Apu,40
f661,Comedy,Gramercy Pictures,1996,Mystery Science Theater 3000: The Movie,71
f662,,,1996,Tarantella,0
f663,Animation,Warner Bros. Family Entertainment,1996,Space Jam,1335
f664,Science Fiction,Paramount Pictures,1968,Barbarella,149
f665,Action,Libra Pictures,1995,Hostile Intentions,1
f666,Science Fiction,,1996,They Bite,1
f667,Thriller,,1994,Some Folks Call It a Sling Blade,8
f668,Romance,Castle Rock Entertainment,1995,The Run of the Country,2
f669,Drama,Filmstudio,1965,Alphaville,100
f670,Drama,Les Films de la Tour,1981,Coup de Torchon,21
f671,Documentary,,1994,Tigrero: A Film That Was Never Made,4
f672,,,1993,The Eye of Vichy,0
f673,Horror,Mike Lobell Productions,1980,Windows,9
f674,Drama,Opala Productions,1996,It's My Party,9
f675,Drama,,1994,Country Life,1
f676,Comedy,Walt Disney Pictures,1995,Operation Dumbo Drop,37
f677,Romance,Westdeutscher Rundfunk (WDR),1995,The Promise,1
f678,Romance,TriStar Pictures,1996,Mrs. Winterbourne,26
f679,Action,Triumph Films,1996,Solo,18
f680,Drama,,1994,Under The Domim Tree,2
f681,Thriller,Live Entertainment,1996,The Substitute,60
f682,Thriller,,1996,True Crime,7
f683,Romance,Merseyside Film Production Fund,1995,Butterfly Kiss,5
f684,Comedy,Fine Line Features,1996,Feeling Minnesota,29
f685,Romance,Alliance Communications Corporation,1995,Delta of Venus,5
f686,,,1991,To Cross the Rubicon,0
f687,Comedy,New Line Cinema,1995,Angus,24
f688,Drama,Favorite Films,1992,Priest Daens,15
f689,Drama,Faces International Films,1968,Faces,36
f690,Mystery,Touchstone Pictures,1996,Boys,11
f691,Adventure,Signature Pictures,1996,The Quest,126
f692,Comedy,,1996,Cosi,9
f693,Drama,Jersey Films,1996,Sunset Park,7
f694,Thriller,Metro-Goldwyn-Mayer (MGM),1996,Mulholland Falls,73
f695,Romance,Twentieth Century Fox Film Corporation,1996,The Truth About Cats & Dogs,86
f696,Animation,Silver Screen Partners III,1988,Oliver & Company,372
f697,Comedy,Caravan Pictures,1996,Celtic Pride,35
f698,Adventure,The Bubble Factory,1996,Flipper,85
f699,Drama,British Broadcasting Corporation (BBC),1994,Captives,10
f700,Drama,Miramax Films,1994,Of Love and Shadows,11
f701,Fantasy,Newmarket Capital Group,1995,Dead Man,397
f702,Romance,Canal+,1995,The Horseman on the Roof,25
f703,Action,Centaur Pictures Inc.,1975,Switchblade Sisters,27
f704,Comedy,,1995,Mouth to Mouth,5
f705,Comedy,Gaumont International,1993,The Visitors,433
f706,Comedy,Columbia Pictures Corporation,1996,Multiplicity,158
f707,Documentary,Wood-Thomas Pictures,1996,The Haunted World of Edward D. Wood Jr.,1
f708,Foreign,,2002,Two Friends,0
f709,Horror,Columbia Pictures,1996,The Craft,388
f710,Drama,Fred Berner Films,1996,The Great White Hype,29
f711,Thriller,Touchstone Pictures,1996,Last Dance,9
f712,,,1980,War Stories Our Mother Never Told Us,0
f713,Comedy,,1995,Cold Comfort Farm,21
f714,Animation,Koninck Studios,1995,Institute Benjamenta or This Dream People Call Human Life,11
f715,Thriller,The Rank Organisation,1996,Heaven's Prisoners,17
f716,Drama,Po' Boy Productions,1996,Original Gangstas,5
f717,Thriller,Don Simpson/Jerry Bruckheimer Films,1996,The Rock,1474
f718,Comedy,Savoy Pictures,1996,Getting Away with Murder,6
f719,Horror,Bibo Productions,1994,Cemetery Man,105
f720,Adventure,Amblin Entertainment,1996,Twister,966
f721,Science Fiction,PolyGram Filmed Entertainment,1996,Barb Wire,117
f722,Drama,DD Productions,1995,Le Garçu,1
f723,Comedy,MTM Cineteve,1996,Honeymoon,0
f724,Action,Production I.G.,1995,Ghost in the Shell,854
f725,Horror,Spelling Films,1996,Thinner,125
f726,Action,Hollywood Pictures,1996,Spy Hard,148
f727,Comedy,Renegade Films,1995,Brothers in Trouble,0
f728,Animation,Aardman Animations,1995,A Close Shave,223
f729,Action,Roberts Pictures Inc.,1948,Force of Evil,33
f730,Family,Savoy Pictures,1996,The Stupids,22
f731,Action,Live Entertainment,1996,The Arrival,200
f732,Drama,Metro-Goldwyn-Mayer (MGM),1943,The Man from Down Under,0
f733,Drama,Columbia Pictures Corporation,1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1472
f734,Comedy,the Canadian Council,1992,Careful,4
f735,,,1980,Vermont Is for Lovers,0
f736,Romance,Anuline,1995,A Month by the Lake,7
f737,Drama,Universal Pictures,1995,Gold Diggers: The Secret of Bear Mountain,20
f738,Family,Metro-Goldwyn-Mayer (MGM),1950,Kim,5
f739,Documentary,Riofilme,1995,Carmen Miranda: Bananas Is My Business,1
f740,Action,Beijing Film Studio,1994,Ashes of Time,73
f741,,,1994,The Jar,3
f742,Documentary,,1995,Maya Lin: A Strong Clear Vision,0
f743,History,Perathon Film-und Fernsehproduktions,1993,Stalingrad,116
f744,Adventure,Village Roadshow Pictures,1996,The Phantom,138
f745,Drama,Columbia Pictures,1996,Striptease,210
f746,Drama,,1996,The Last of the High Kings,15
f747,Drama,Available Light Productions,1995,Heavy,11
f748,Science Fiction,Great Oaks Entertainment,1996,Jack,340
f749,Drama,Playhouse International Pictures,1996,I Shot Andy Warhol,32
f750,Comedy,Fine Line Features,1995,The Grass Harp,4
f751,Drama,European Co-production Fund,1995,Someone Else's America,0
f752,Romance,Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles,1987,Life is Rosy,2
f753,,,1992,Quartier Mozart,1
f754,Romance,Studio Kankourama,1973,Touki Bouki,10
f755,Drama,Direction du Cinema Haute Volta,1982,God's Gift,1
f756,Horror,Produzioni Europee Associati (PEA),1968,Spirits of the Dead,24
f757,,,1994,Babyfever,0
f758,Western,Sinkhole Productions Inc.,1995,Pharaoh's  Army,5
f759,Drama,Channel Four Films,1996,Trainspotting,2737
f760,Comedy,Lakeshore Entertainment,1997,Til There Was You,4
f761,Action,Twentieth Century Fox Film Corporation,1996,Independence Day,3334
f762,Drama,Fox Searchlight Pictures,1996,Stealing Beauty,99
f763,Thriller,Mandalay Entertainment,1996,The Fan,202
f764,Animation,Walt Disney Pictures,1996,The Hunchback of Notre Dame,1182
f765,Thriller,Columbia Pictures Corporation,1996,The Cable Guy,603
f766,Comedy,Metro-Goldwyn-Mayer (MGM),1996,Kingpin,248
f767,Drama,Warner Bros.,1996,Eraser,553
f768,Documentary,,1995,The Gate of Heavenly Peace,3
f769,Fantasy,Imagine Entertainment,1996,The Nutty Professor,717
f770,Foreign,GEA Cinematográfica,1990,I the Worst of All,3
f771,Romance,MK2 Production,1994,An Unforgettable Summer,6
f772,,,1987,A Hungarian Fairy Tale,0
f773,,,1993,My Life and Times With Antonin Artaud,1
f774,,First Run Features,1994,Midnight Dancers,1
f775,Drama,Lumière Pictures,1994,Somebody to Love,2
f776,Drama,,1974,A Very Natural Thing,3
f777,Comedy,Little Bear,1991,The Old Lady Who Walked in the Sea,0
f778,Thriller,Davis Entertainment,1996,Daylight,385
f779,Comedy,WingNut Films,1996,The Frighteners,413
f780,Romance,Castle Rock Entertainment,1996,Lone Star,79
f781,Family,Paramount Pictures,1996,Harriet the Spy,47
f782,Fantasy,Touchstone Pictures,1996,Phenomenon,328
f783,Romance,Zenith Entertainment,1996,Walking and Talking,8
f784,Romance,Fox Searchlight Pictures,1996,She's the One,71
f785,Drama,Warner Bros.,1996,A Time to Kill,522
f786,Drama,Prairie Oyster Productions,1996,American Buffalo,9
f787,Comedy,Canal+,1995,Rendezvous in Paris,4
f788,Adventure,Columbia Pictures Corporation,1996,Alaska,32
f789,Comedy,Metro-Goldwyn-Mayer (MGM),1996,Fled,49
f790,Science Fiction,Touchstone Pictures,1996,Kazaam,60
f791,,Union Générale Cinématographique (UGC),1994,Magic Hunter,1
f792,Family,Trilogy Entertainment Group,1996,Larger Than Life,35
f793,,,1996,A Boy Called Hate,2
f794,Mystery,,1996,Power 98,1
f795,War,British Broadcasting Corporation (BBC),1995,Two Deaths,2
f796,Comedy,Paramount Pictures,1996,A Very Brady Sequel,42
f797,Comedy,,1993,Stefano Quantestorie,1
f798,Drama,Dismage,1956,Death in the Garden,8
f799,Drama,,1992,Hedd Wyn,2
f800,Comedy,Les Films du Losange,1967,La Collectionneuse,25
f801,Drama,,1993,Kaspar Hauser,4
f802,Comedy,TLA Releasing,1996,Regular Guys,9
f803,Drama,,1996,Diebinnen,1
f804,Thriller,,1995,The Convent,6
f805,Fantasy,The Kushner-Locke Company,1996,The Adventures of Pinocchio,55
f806,Comedy,,1996,Joe's Apartment,87
f807,Comedy,Scott Rudin Productions,1996,The First Wives Club,172
f808,Drama,British Broadcasting Corporation (BBC),1995,Stonewall,10
f809,Action,Touchstone Pictures,1996,Ransom,482
f810,Comedy,TriStar Pictures,1996,High School High,51
f811,Comedy,Live Entertainment,1996,Phat Beach,8
f812,Thriller,Red Mullet Productions,1996,Foxfire,30
f813,Thriller,Twentieth Century Fox Film Corporation,1996,Chain Reaction,291
f814,Family,TriStar Pictures,1996,Matilda,892
f815,Comedy,Miramax Films,1996,Emma,152
f816,Action,Miramax Films,1996,The Crow: City of Angels,119
f817,Comedy,Metro-Goldwyn-Mayer (MGM),1996,House Arrest,32
